2.490300281004917515e+00 3.247394386487681417e-01
2.359989355011354650e+00 2.448685600564721454e-01
-1.775926463575780101e+00 4.674708449723898873e-01
-1.341357214498475336e+00 2.018342604028970366e-01
6.368367597479435149e-01 -2.467884412978276765e-01
-9.079954092387058084e-01 -4.649533092577639746e-04
-1.122324675187273524e+00 1.012139069649796302e-01
-1.677970965656249369e+00 4.010794781717987312e-01
-1.175482341647501094e+00 1.152004249142590947e-01
-6.516697857598946486e-01 -8.850638013962110195e-02
2.751289193235966768e-01 -2.464768180595287850e-01
3.647307981024650730e-02 -1.847643094482814552e-01
2.676234239249668523e-01 -2.413536127318210711e-01
-1.726034115632974375e+00 4.271996768606548533e-01
-4.462592040015765926e-01 -1.406101115755141184e-01
1.216234788036844927e+00 -1.670260549934870775e-01
-1.656240152598275728e+00 3.825762185564647866e-01
-4.409940400453373210e-01 -1.435695134473152501e-01
7.459815264544309432e-01 -2.415714658260098291e-01
4.118683186828887149e-02 -2.204787486842489652e-01
-9.610481736861639090e-01 3.148900851221093922e-02
-9.629270280248229952e-01 2.172523566503047412e-02
-1.172620021737230539e-01 -2.083878123495390144e-01
-1.057552000033623374e+00 6.180887566127709482e-02
2.646544048740818653e-02 -2.087252846683214091e-01
7.944334335216721166e-02 -2.300438461788931188e-01
-1.720154071824483877e+00 4.219216953796991465e-01
4.886027942355922193e-01 -2.130952736352293431e-01
3.084396785829934817e+00 7.724202781510797200e-01
-9.091251491715660049e-02 -2.134743796436005814e-01
2.950180392457502077e-01 -2.498282887924402618e-01
-1.551617206554360973e+00 3.210687717886432369e-01
-1.145150855838577897e+00 9.904373391467204135e-02
-1.407037765861580247e+00 2.361762523395126434e-01
-1.383022050317574081e+00 2.179163343132015374e-01
-9.966065906202067337e-01 3.409183674236026390e-02
-1.238263528913185363e+00 1.523736719034078091e-01
-4.034084164349365786e-01 -1.542992846208074142e-01
1.499459158895634525e+00 -1.111819846666779327e-01
7.547443143418812728e-01 -2.393684017736470437e-01
-1.465159153404752335e+00 2.675593641579754878e-01
-1.406515570635934687e+00 2.317393174469500050e-01
-1.173067090327153839e+00 1.141199911076976048e-01
-1.512820327822081312e+00 2.918444710848769330e-01
7.377593209506335681e-01 -2.410795197344965390e-01
2.958641241930938470e+00 6.613696491948671818e-01
-1.085658831787695622e+00 7.339735967714940135e-02
-1.106094749162728624e-01 -2.086348718424746729e-01
6.522477521340186435e-01 -2.476766791715160065e-01
-1.060200829753044083e+00 5.895904473436312798e-02
2.595294457603567473e+00 3.992098470304984992e-01
-1.512220558533029058e+00 2.970166638898792399e-01
-8.841752497784569620e-01 -5.740813715917031379e-03
-6.914197278742304498e-01 -7.715406036161390202e-02
-1.619563102587277870e+00 3.628637187071682146e-01
2.294084067622012668e+00 2.099367569800617561e-01
-1.282498715208471030e+00 1.678227384295944424e-01
-1.072205825532135393e+00 6.681053171260578627e-02
-1.665620856480823475e+00 3.859301919954358229e-01
9.815300811439702233e-01 -2.163567938183258432e-01
2.647234592882456994e+00 4.289364908608477855e-01
-2.598039426425314269e-01 -1.702714686305275282e-01
-9.225758979296118101e-01 3.987457702556982016e-03
2.597064842293416831e+00 3.905576547092091122e-01
-2.768787936594220844e-01 -1.744088196036446825e-01
-1.459974409068827805e+00 2.690057407958186819e-01
1.053294675427176141e+00 -1.935989303910571890e-01
-7.873073639905192600e-01 -3.887148640122511933e-02
-1.510241332519241420e+00 2.912092759967919720e-01
3.238947879287981113e-01 -2.491136011121141414e-01
1.555374874910466332e+00 -9.261711994167952378e-02
-8.547880817530144615e-01 -1.373790109655428048e-02
-4.816679309165883272e-01 -1.344621812799925431e-01
-7.942729671722185136e-01 -2.781615053747511432e-02
-6.742893654065201803e-01 -8.138464367346580353e-02
7.833932802684490104e-01 -2.379028084776498853e-01
1.971506272233954693e+00 5.558653552967100092e-02
-5.258529021024545003e-01 -1.232147512928360722e-01
4.802284185812755735e-01 -1.914685149332725489e-01
8.075209403722849455e-01 -2.256226581028849543e-01
1.179223977969161147e-01 -2.347089831060865384e-01
2.562079843974520266e+00 3.773998118053912276e-01
-1.650795559436458282e+00 3.827308059461979606e-01
-1.175637063316031350e+00 1.130874315656257428e-01
5.494413095341956627e-02 -2.102942726280631613e-01
-3.860804707068979935e-01 -1.548219701965506123e-01
1.456688117943193861e+00 -1.197619821939782253e-01
-7.765347511227973509e-01 -4.684632053859353468e-02
-1.535443222143812791e+00 3.060185314859762973e-01
1.113110930999394871e-01 -2.273774387509069628e-01
3.205097933162245200e-02 -2.187035628162772305e-01
-8.405072563057842672e-01 -1.303660160432839471e-02
-3.417441038981101215e-02 -2.210992762958775282e-01
1.188514672789463100e+00 -1.783308620769964437e-01
-5.915628867864979323e-01 -1.051693506479801365e-01
